"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Central Europe and the Baltics","CEB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255041287946.794","271336920818.314","307865177978.909","388985691216.601","411930246913.613","404420362373.836","442519444896.78","427750907701.728","422075170151.353","462057110219.141","519530965580.961","618051590425.209","735293400749.373","860892216295.973","967917905538.467","1208279790521.44","1482611753061.46","1252240270054.59","1270700421530.7","1392296743599.22","1305532480927.23","1379668780165.42","1419521141738.3","1247541606166.52","1275092093860.81","1414334406795.03","1588803276103.02","1618011075799.77","1610615262614.84","",
"Switzerland","CHE","GNI (current US$)","NY.GNP.MKTP.CD","9748380541.37364","10937457389.7991","12110332701.3328","13285243391.2365","14703233334.5638","15397409758.8264","16579662048.2073","17850530571.7477","19152578881.3813","20776975674.1091","","","","","","","","","","","","","","","","","","","","","","","","","","360879436786.469","348798009708.738","307372279335.768","317714379914.471","314335182399.148","297518377546.187","297779149087.461","317616283202.874","385816072621.965","429513055890.631","454130562158.689","475184149784.655","495533692935.688","533002270335.149","567332624758.754","636447712902.305","728507478744.393","706067214100.794","726595205756.65","735670245641.66","710791973092.921","692675086225.84","694938810964.515","706130299456.309","705462297803.829","725285845501.105","",
"Channel Islands","CHI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6035110963.89533","6206115515.28879","6243001967.01468","6080322441.34159","6482314148.68106","7173877551.02041","8288172830.46503","8512727272.72727","9205151793.92824","10888355342.1369","","","","","","","","","","","","","","",
"Chile","CHL","GNI (current US$)","NY.GNP.MKTP.CD","4038181818.18182","4535909090.90909","5329545454.54545","5577000000","5878608695.65217","5902093750","6890153846.15385","6801823529.41176","6952623188.4058","8148430232.55814","8927309734.51328","10765532786.8852","11794418269.2308","16726597765.3631","16025896086.3698","7337993238.28921","10015921187.7395","13597864048.2823","15500998063.8029","21128372534.2282","28106809871.7949","33046378043.5897","23404756100.9625","18608496202.5638","17597778880.9911","15619688825.0653","16953346024.9832","20503441046.8985","24062510516.3055","27894121179.6217","31354530651.6891","35874980432.1058","44043769337.2497","47591342667.6893","54456480891.0467","70658561164.4026","75533864796.8567","82340680700.2368","79741833590.5342","73026953032.4781","75124613519.1522","68631759083.2838","67033029762.5681","71042113846.5354","91075840567.7348","112323292444.742","136010836013.645","154242005721.935","165659073480.112","160627294365.124","203115009358.502","234266974769.833","253147634903.738","264303336057.977","250558977521.035","236571157262.145","242625289389.262","265577078059.509","284105303708.796","269285900902.083","242004999226.591","",
"China","CHN","GNI (current US$)","NY.GNP.MKTP.CD","59716467625.3148","50056868957.6732","47209359005.6057","50706799902.5104","59708343488.5043","70436266146.7219","76720285969.6157","72881631326.6715","70846535055.6503","79705906247.4612","92602973434.0726","99800958648.1436","113687586299.051","138544284708.957","144182133387.722","163431551779.761","153940455341.506","174938098826.569","149540752829.268","178280594413.043","191149211575","195783049099.206","205361295278.626","231563322095.785","261221374528.571","310328084153.061","300735081440.58","272793546177.13","312230327072.016","347942587323.887","361822783694.073","384152337595.819","427130409858.713","443808937179.759","563288670008.238","722773475241.597","851309717507.397","950600282950.132","1012399391552.22","1079526985274.75","1196681328408.87","1320222692114.39","1455604866956.63","1650069477165.64","1950215394500.29","2269857202067.29","2746989420523.24","3558383398186","4622872256335.72","5093170992168.51","6061091977327.45","7481123496788.67","8512412397984.89","9492579024339.07","10488982516424.1","11008770774789.2","11177576943336.6","12294278570160.4","13833789298669.9","14239928203346.7","14618341351727.3","",
"Cote d'Ivoire","CIV","GNI (current US$)","NY.GNP.MKTP.CD","556461974.566376","610784462.291257","628637607.090863","731665746.04802","896802258.688015","893071404.699811","990003045.444777","1046698267.36406","1243690090.30771","1319400676.48713","1419614169.30563","1517255392.55474","1789500104.75043","2405120879.79139","2973453746.85247","3752941296.11423","4503853782.68721","6070867871.46028","7591719440.5287","8682639497.35241","9680514963.5838","7910291659.5978","7026604091.58315","6150115376.07659","6349599661.47676","6295644347.74286","8468160649.29878","9196580291.71821","9302464668.91524","8372493877.11856","9209159713.26444","9121517377.2779","9807255443.8785","9679054334.15289","7539428502.49647","10012665108.613","11223283348.6853","11002798844.6884","12020812547.7369","11742586597.9015","9739259484.54537","9920429842.96646","10857690889.8375","13047013229.7541","14789615104.9232","16439389624.8974","17106471364.1521","19561215518.2554","23421491785.6502","23436745169.0796","23995589514.0668","24425276236.7888","25926661657.2942","29861784272.1476","34454180221.7405","44807384562.9239","46887633191.4514","50051967022.8553","55809155337.1927","56975603680.0811","59471452570.0764","",
"Cameroon","CMR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","778045906.742618","885021202.13423","957837446.905416","1016992895.52107","1119275560.22829","1376836778.59092","1633547135.07877","1876157760.11021","2540677514.04605","2561200076.5849","2627811748.38621","4264014416.64056","5576488487.76993","5562770761.11466","5948518879.85015","6207428323.19405","6469482688.56314","7056305719.07926","8278150851.72828","11703434930.7938","12880964303.8485","12193313328.4002","10797507542.9072","11786760549.2888","11102529078.1615","11387830145.0971","15497617243.9439","8474422982.91063","10316238800.1244","10514126704.9084","10224691544.5627","10819194802.355","11118672991.3385","9971651797.36077","10257038339.4159","11741246999.7688","15443547299.0567","18422804299.3298","19020923827.4819","20658218733.1555","23427238131.3727","27300880035.8744","27818824888.2506","27243247447.2725","30327345839.542","29709679445.3423","33109063702.218","36096675699.9846","31773333574.251","33255787660.4609","35437229950.1582","39233893813.3556","38827845867.3758","39920133568.2244","",
"Congo, Dem. Rep.","COD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5148344537.81513","4880746438.74644","5398983858.1108","5685046520.48119","5824848120.9557","4281472054.54545","18699788397.1014","7061817563","8430337554.61324","8710928320.4579","9989337555.95146","11457022516.8176","13982219064.1558","16102883772.5723","18458639375.461","17862577173.2475","20654939478.4381","24543304631.7023","27710051937.9617","29868627089.0428","32869069198.0978","35126776382.8788","36345365361.454","36945659017.8937","45864379412.0085","48961722123.0809","47444089515.3761","",
"Congo, Rep.","COG","GNI (current US$)","NY.GNP.MKTP.CD","129555568.683181","148846634.485959","163401936.208196","169162488.471671","182325230.434825","194645507.878347","216790816.264873","234909005.708854","247612044.632543","260039277.758612","268160949.247162","315101012.50018","404360746.184952","521707243.963675","569489859.275472","737841782.031079","717374157.462045","727513268.182014","824162087.380075","1105749947.61629","1544186454.57496","1881339661.64763","2022256903.94485","1923414732.38167","2066650984.19194","2024073139.06208","1880968131.97263","2336153549.80348","1906837694.21624","2027194944.57707","2323840716.80238","2278923344.30672","2555424837.49024","2162160847.1599","1514504470.15308","1228292026.98035","1455086517.04107","1661142420.69226","1478608930.42449","1644949619.05905","2280886049.57984","1969428950.96476","2183515345.53473","2583994643.70766","3167358436.71421","5041787247.41837","6832112522.30631","7360121752.64383","10173620097.8416","8925472848.32279","12209624109.3368","14071222747.3006","16737430784.7713","17542377946.6692","18151594242.4377","11819665613.6115","9825311857.35545","9532272772.09275","11650026556.8568","10017208118.1664","8599268927.20407","",
"Colombia","COL","GNI (current US$)","NY.GNP.MKTP.CD","4019001281.08515","4524766238.80597","4934165710.31125","4796438866.66667","5950087688.88889","5695009523.80952","5378688888.88889","5589327689.96395","5860219211.83332","6318187089.0341","7025370777.81476","7645029433.81869","8473740257.75595","10104386815.6285","12184409033.5578","12776548138.7449","14984942385.5224","19153335981.1357","22922871080.3024","27649181154.7063","33155485756.5316","35904126272.0089","37999647572.1475","37514872085.7307","36678124773.7313","33219411744.3172","33194484135.0734","34383300523.0276","37467546939.6276","37241071887.3773","45539094151.9333","47086381862.0962","56161793342.7437","64491312565.3626","80213040694.7975","90911003096.5725","95097412814.6927","104334000798.451","96748227324.8217","84832744079.29","97729902123.7903","95787969671.1632","95331633503.9279","91408959391.8307","113017243988.227","141960162427.803","157371479210.418","199929095615.928","233817836996.718","225258274516.937","276075209462.956","320620818937.099","356796963029.411","368706346309.552","369869131538.365","289391125632.043","279780272017.32","306181550715.112","325596541466.94","315868086615.601","266094191597.488","",
"Comoros","COM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","212850523.339414","196610753.504133","184575738.542042","191118973.565512","184069241.771998","195553548.597335","277677168.837694","336548610.140616","354262324.418315","342746835.792224","428916945.962077","423598347.420903","461257261.335542","454703733.081132","319640690.607178","399479534.380408","396421276.129907","364678574.455433","369738413.384478","382656388.636361","351478562.712144","379225516.445254","425207827.288472","545532540.120311","631540746.668487","652172799.775847","696992654.009809","797225215.773899","913871918.086697","904095344.438834","907127359.33076","1022301332.77123","1014150701.47","1116441521.5832","1151100250.86547","969881517.913041","1018190400.7207","1083389247.02739","1185350497.66578","1170987117.00709","1227286625.74767","",
"Cabo Verde","CPV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","138856701.572375","139991785.553664","136158546.522499","131601795.613636","127523196.261924","133652053.819803","187959832.752926","235030170.094031","265056605.265897","270668649.274604","309176369.708973","321024263.387856","358442263.81252","491380499.086128","406239075.112039","484576531.820489","497578130.921463","487022137.740692","516378634.446505","583542586.616684","525174330.399851","556963917.232962","606246005.721718","799436886.277801","906125339.497971","938320012.450618","1062929628.54676","1482535119.66378","1742237159.34829","1668453496.03349","1591147121.9859","1792779485.57524","1667229959.80028","1785866825.96527","1767262553.51691","1537742030.29208","1603557429.27734","1707314517.29066","1919741428.16616","1938894076.0565","1661737711.48925","",
"Costa Rica","CRI","GNI (current US$)","NY.GNP.MKTP.CD","502758192.431205","485021006.996753","469634667.147862","503109261.514864","531162283.273936","578881162.264151","631805630.188679","681856618.867925","754641494.339623","837730203.773585","969030158.490566","1060102206.526","1200686058.7792","1488145378.22712","1624813114.7541","1894935064.17736","2336934399.06651","2992727012.83547","3409908809.80163","3885819323.22054","4615347012.83547","2339707172.16599","2202721156.90505","2813170199.20086","3358576268.67448","3637004055.44554","4145083679.21147","4235852462.96001","4277829898.40348","4849125767.47627","5459187786.75989","7012202695.9973","8366583418.30636","9377106943.4903","10394713567.4647","11429222091.6446","11578167151.6457","12497934827.8385","13419122090.1923","13735678491.9672","14325426928.955","15242995591.627","15817615696.2451","16475832408.8361","17823588236.3607","19287410090.9039","22052841281.8165","26188757856.4067","30207530276.545","29731665122.2368","36449992582.265","41322448324.2233","45751072762.8359","49093858935.0933","49869412966.9739","54026902501.7369","56365192136.0522","57352914875.2432","59042758879.5319","60210176461.764","58284233591.4542","",
